Sample Rate:	1000.000000
Time (s)	ECG	GSC
401.268000	-0.044497	0.065782
401.269000	-0.047809	0.065781
401.270000	-0.050025	0.065781
401.271000	-0.050977	0.065781
401.272000	-0.050737	0.065781
401.273000	-0.049499	0.065781
401.274000	-0.047437	0.065781
401.275000	-0.044758	0.065781
401.276000	-0.041812	0.065781
401.277000	-0.038961	0.065780
401.278000	-0.036445	0.065780
401.279000	-0.034394	0.065780
401.280000	-0.032792	0.065780
401.281000	-0.031462	0.065780
401.282000	-0.030190	0.065780
401.283000	-0.028914	0.065780
401.284000	-0.027725	0.065780
401.285000	-0.026785	0.065780
401.286000	-0.026324	0.065779
401.287000	-0.026552	0.065779
401.288000	-0.027469	0.065779
401.289000	-0.028822	0.065779
401.290000	-0.030298	0.065779
401.291000	-0.031767	0.065779
401.292000	-0.033264	0.065779
401.293000	-0.034822	0.065779
401.294000	-0.036290	0.065779
401.295000	-0.037317	0.065778
401.296000	-0.037646	0.065778
401.297000	-0.037328	0.065778
401.298000	-0.036636	0.065778
401.299000	-0.035860	0.065778
401.300000	-0.035242	0.065778
401.301000	-0.035083	0.065778
401.302000	-0.035783	0.065778
401.303000	-0.037683	0.065778
401.304000	-0.040929	0.065778
401.305000	-0.045476	0.065777
401.306000	-0.051149	0.065777
401.307000	-0.057626	0.065777
401.308000	-0.064537	0.065777
401.309000	-0.071614	0.065777
401.310000	-0.078655	0.065777
401.311000	-0.085320	0.065777
401.312000	-0.091094	0.065777
401.313000	-0.095512	0.065777
401.314000	-0.098272	0.065777
401.315000	-0.099151	0.065777
401.316000	-0.097792	0.065777
401.317000	-0.093538	0.065776
401.318000	-0.085558	0.065776
401.319000	-0.073125	0.065776
401.320000	-0.055660	0.065776
401.321000	-0.032715	0.065776
401.322000	-0.004171	0.065776
401.323000	0.029682	0.065776
401.324000	0.068352	0.065776
401.325000	0.111406	0.065776
401.326000	0.158660	0.065776
401.327000	0.210014	0.065775
401.328000	0.265160	0.065775
401.329000	0.323783	0.065775
401.330000	0.385933	0.065775
401.331000	0.451841	0.065775
401.332000	0.521323	0.065775
401.333000	0.593595	0.065775
401.334000	0.667606	0.065775
401.335000	0.742253	0.065775
401.336000	0.816324	0.065775
401.337000	0.888595	0.065775
401.338000	0.958049	0.065774
401.339000	1.023705	0.065774
401.340000	1.084226	0.065774
401.341000	1.137772	0.065774
401.342000	1.182055	0.065774
401.343000	1.214543	0.065774
401.344000	1.232719	0.065774
401.345000	1.234452	0.065774
401.346000	1.218298	0.065774
401.347000	1.183455	0.065773
401.348000	1.129885	0.065773
401.349000	1.058502	0.065773
401.350000	0.970856	0.065773
401.351000	0.868762	0.065773
401.352000	0.754283	0.065773
401.353000	0.629644	0.065773
401.354000	0.497190	0.065772
401.355000	0.359603	0.065772
401.356000	0.219950	0.065772
401.357000	0.081435	0.065772
401.358000	-0.052768	0.065772
401.359000	-0.179542	0.065772
401.360000	-0.295980	0.065772
401.361000	-0.399740	0.065772
401.362000	-0.489221	0.065771
401.363000	-0.563476	0.065771
401.364000	-0.622254	0.065771
401.365000	-0.666057	0.065771
401.366000	-0.695960	0.065771
401.367000	-0.713350	0.065771
401.368000	-0.719718	0.065771
401.369000	-0.716549	0.065770
401.370000	-0.705358	0.065770
401.371000	-0.687796	0.065770
401.372000	-0.665704	0.065770
401.373000	-0.641026	0.065770
401.374000	-0.615494	0.065770
401.375000	-0.590384	0.065769
401.376000	-0.566494	0.065769
401.377000	-0.544248	0.065769
401.378000	-0.523810	0.065769
401.379000	-0.505141	0.065769
401.380000	-0.488114	0.065768
401.381000	-0.472613	0.065768
401.382000	-0.458639	0.065768
401.383000	-0.446340	0.065768
401.384000	-0.435763	0.065768
401.385000	-0.426686	0.065767
401.386000	-0.418780	0.065767
401.387000	-0.411768	0.065767
401.388000	-0.405401	0.065767
401.389000	-0.399494	0.065767
401.390000	-0.393916	0.065766
401.391000	-0.388483	0.065766
401.392000	-0.383066	0.065766
401.393000	-0.377736	0.065766
401.394000	-0.372594	0.065765
401.395000	-0.367538	0.065765
401.396000	-0.362332	0.065765
401.397000	-0.356838	0.065765
401.398000	-0.351108	0.065765
401.399000	-0.345333	0.065764
401.400000	-0.339745	0.065764
401.401000	-0.334494	0.065764
401.402000	-0.329557	0.065764
401.403000	-0.324728	0.065764
401.404000	-0.319741	0.065763
401.405000	-0.314363	0.065763
401.406000	-0.308391	0.065763
401.407000	-0.301822	0.065763
401.408000	-0.295034	0.065763
401.409000	-0.288494	0.065762
401.410000	-0.282284	0.065762
401.411000	-0.276117	0.065762
401.412000	-0.269639	0.065762
401.413000	-0.262547	0.065762
401.414000	-0.254732	0.065762
401.415000	-0.246434	0.065761
401.416000	-0.237943	0.065761
401.417000	-0.229287	0.065761
401.418000	-0.220448	0.065761
401.419000	-0.211580	0.065761
401.420000	-0.202943	0.065761
401.421000	-0.194934	0.065760
401.422000	-0.188177	0.065760
401.423000	-0.183240	0.065760
401.424000	-0.180299	0.065760
401.425000	-0.179062	0.065760
401.426000	-0.178872	0.065759
401.427000	-0.178933	0.065759
401.428000	-0.178714	0.065759
401.429000	-0.178174	0.065759
401.430000	-0.177462	0.065759
401.431000	-0.176601	0.065759
401.432000	-0.175460	0.065758
401.433000	-0.173861	0.065758
401.434000	-0.171673	0.065758
401.435000	-0.168765	0.065758
401.436000	-0.165040	0.065758
401.437000	-0.160590	0.065757
401.438000	-0.155632	0.065757
401.439000	-0.150309	0.065757
401.440000	-0.144625	0.065757
401.441000	-0.138551	0.065757
401.442000	-0.132145	0.065757
401.443000	-0.125619	0.065756
401.444000	-0.119407	0.065756
401.445000	-0.114043	0.065756
401.446000	-0.109847	0.065756
401.447000	-0.106764	0.065756
401.448000	-0.104559	0.065756
401.449000	-0.103025	0.065755
401.450000	-0.101902	0.065755
401.451000	-0.100856	0.065755
401.452000	-0.099662	0.065755
401.453000	-0.098272	0.065755
401.454000	-0.096732	0.065755
401.455000	-0.095077	0.065755
401.456000	-0.093264	0.065754
401.457000	-0.091169	0.065754
401.458000	-0.088750	0.065754
401.459000	-0.086147	0.065754
401.460000	-0.083511	0.065754
401.461000	-0.080915	0.065754
401.462000	-0.078442	0.065753
401.463000	-0.076231	0.065753
401.464000	-0.074418	0.065753
401.465000	-0.073059	0.065753
401.466000	-0.072133	0.065753
401.467000	-0.071637	0.065753
401.468000	-0.071608	0.065753
401.469000	-0.071978	0.065753
401.470000	-0.072626	0.065752
401.471000	-0.073566	0.065752
401.472000	-0.074801	0.065752
401.473000	-0.076065	0.065752
401.474000	-0.076800	0.065752
401.475000	-0.076354	0.065752
401.476000	-0.074283	0.065752
401.477000	-0.070531	0.065752
401.478000	-0.065209	0.065751
401.479000	-0.058453	0.065751
401.480000	-0.050554	0.065751
401.481000	-0.041947	0.065751
401.482000	-0.033119	0.065751
401.483000	-0.024520	0.065751
401.484000	-0.016560	0.065751
401.485000	-0.009595	0.065751
401.486000	-0.003859	0.065751
401.487000	0.000504	0.065750
401.488000	0.003363	0.065750
401.489000	0.004719	0.065750
401.490000	0.004871	0.065750
401.491000	0.004400	0.065750
401.492000	0.003901	0.065750
401.493000	0.003671	0.065750
401.494000	0.003709	0.065750
401.495000	0.003908	0.065750
401.496000	0.004143	0.065750
401.497000	0.004381	0.065750
401.498000	0.004839	0.065750
401.499000	0.005952	0.065749
401.500000	0.008049	0.065749
401.501000	0.011117	0.065749
401.502000	0.014894	0.065749
401.503000	0.019090	0.065749
401.504000	0.023482	0.065749
401.505000	0.028021	0.065749
401.506000	0.032867	0.065749
401.507000	0.038117	0.065749
401.508000	0.043431	0.065749
401.509000	0.048194	0.065749
401.510000	0.052141	0.065749
401.511000	0.055502	0.065748
401.512000	0.058650	0.065748
401.513000	0.061774	0.065748
401.514000	0.064798	0.065748
401.515000	0.067502	0.065748
401.516000	0.069715	0.065748
401.517000	0.071301	0.065748
401.518000	0.072040	0.065748
401.519000	0.071927	0.065748
401.520000	0.071463	0.065748
401.521000	0.071301	0.065748
401.522000	0.071753	0.065748
401.523000	0.072679	0.065748
401.524000	0.073647	0.065748
401.525000	0.074128	0.065747
401.526000	0.073711	0.065747
401.527000	0.072337	0.065747
401.528000	0.070212	0.065747
401.529000	0.067425	0.065747
401.530000	0.063932	0.065747
401.531000	0.059839	0.065747
401.532000	0.055390	0.065747
401.533000	0.050777	0.065747
401.534000	0.046189	0.065747
401.535000	0.041959	0.065747
401.536000	0.038451	0.065747
401.537000	0.035815	0.065747
401.538000	0.033834	0.065747
401.539000	0.032029	0.065747
401.540000	0.030088	0.065746
401.541000	0.028058	0.065746
401.542000	0.026041	0.065746
401.543000	0.024098	0.065746
401.544000	0.022372	0.065746
401.545000	0.021055	0.065746
401.546000	0.020288	0.065746
401.547000	0.020057	0.065746
401.548000	0.020118	0.065746
401.549000	0.020180	0.065746
401.550000	0.020143	0.065746
401.551000	0.019981	0.065746
401.552000	0.019543	0.065746
401.553000	0.018633	0.065746
401.554000	0.017230	0.065746
401.555000	0.015600	0.065746
401.556000	0.014200	0.065746
401.557000	0.013437	0.065746
401.558000	0.013547	0.065746
401.559000	0.014700	0.065746
401.560000	0.016981	0.065746
401.561000	0.020269	0.065745
401.562000	0.024375	0.065745
401.563000	0.029260	0.065745
401.564000	0.035021	0.065745
401.565000	0.041683	0.065745
401.566000	0.049029	0.065745
401.567000	0.056765	0.065745
401.568000	0.064694	0.065745
401.569000	0.072634	0.065745
401.570000	0.080429	0.065745
401.571000	0.088093	0.065745
401.572000	0.095740	0.065745
401.573000	0.103298	0.065745
401.574000	0.110365	0.065745
401.575000	0.116429	0.065744
401.576000	0.121066	0.065744
401.577000	0.124027	0.065744
401.578000	0.125386	0.065744
401.579000	0.125409	0.065744
401.580000	0.124231	0.065744
401.581000	0.121936	0.065744
401.582000	0.118839	0.065744
401.583000	0.115558	0.065744
401.584000	0.112648	0.065744
401.585000	0.110117	0.065744
401.586000	0.107585	0.065744
401.587000	0.104994	0.065743
401.588000	0.102823	0.065743
401.589000	0.101600	0.065743
401.590000	0.101550	0.065743
401.591000	0.102651	0.065743
401.592000	0.104772	0.065743
401.593000	0.107775	0.065743
401.594000	0.111456	0.065743
401.595000	0.115445	0.065743
401.596000	0.119395	0.065743
401.597000	0.123144	0.065743
401.598000	0.126616	0.065742
401.599000	0.129753	0.065742
401.600000	0.132540	0.065742
401.601000	0.135033	0.065742
401.602000	0.137349	0.065742
401.603000	0.139610	0.065742
401.604000	0.141833	0.065742
401.605000	0.143877	0.065742
401.606000	0.145515	0.065742
401.607000	0.146512	0.065742
401.608000	0.146565	0.065742
401.609000	0.145332	0.065742
401.610000	0.142685	0.065742
401.611000	0.138828	0.065741
401.612000	0.134181	0.065741
401.613000	0.129244	0.065741
401.614000	0.124363	0.065741
401.615000	0.119582	0.065741
401.616000	0.114918	0.065741
401.617000	0.110461	0.065741
401.618000	0.106163	0.065741
401.619000	0.101855	0.065741
401.620000	0.097448	0.065741
401.621000	0.092999	0.065741
401.622000	0.088696	0.065741
401.623000	0.084737	0.065741
401.624000	0.081166	0.065741
401.625000	0.077868	0.065741
401.626000	0.074619	0.065741
401.627000	0.071214	0.065740
401.628000	0.067740	0.065740
401.629000	0.064614	0.065740
401.630000	0.062324	0.065740
401.631000	0.061184	0.065740
401.632000	0.061152	0.065740
401.633000	0.061821	0.065740
401.634000	0.062626	0.065740
401.635000	0.063083	0.065740
401.636000	0.062964	0.065740
401.637000	0.062348	0.065740
401.638000	0.061516	0.065740
401.639000	0.060774	0.065740
401.640000	0.060333	0.065740
401.641000	0.060372	0.065740
401.642000	0.061117	0.065740
401.643000	0.062701	0.065740
401.644000	0.064886	0.065740
401.645000	0.067095	0.065740
401.646000	0.068754	0.065740
401.647000	0.069468	0.065740
401.648000	0.069135	0.065740
401.649000	0.067867	0.065740
401.650000	0.065654	0.065740
401.651000	0.062406	0.065740
401.652000	0.058226	0.065740
401.653000	0.053437	0.065740
401.654000	0.048309	0.065740
401.655000	0.042714	0.065740
401.656000	0.036325	0.065740
401.657000	0.029083	0.065740
401.658000	0.021193	0.065740
401.659000	0.012981	0.065740
401.660000	0.004821	0.065740
401.661000	-0.002971	0.065740
401.662000	-0.010101	0.065740
401.663000	-0.016293	0.065740
401.664000	-0.021391	0.065740
401.665000	-0.025378	0.065740
401.666000	-0.028330	0.065740
401.667000	-0.030449	0.065740
401.668000	-0.032087	0.065740
401.669000	-0.033597	0.065740
401.670000	-0.035127	0.065740
401.671000	-0.036774	0.065740
401.672000	-0.038721	0.065740
401.673000	-0.041045	0.065740
401.674000	-0.043756	0.065740
401.675000	-0.047011	0.065740
401.676000	-0.050921	0.065740
401.677000	-0.055382	0.065740
401.678000	-0.060279	0.065740
401.679000	-0.065680	0.065740
401.680000	-0.071838	0.065740
401.681000	-0.078967	0.065740
401.682000	-0.087034	0.065740
401.683000	-0.095894	0.065740
401.684000	-0.105438	0.065740
401.685000	-0.115405	0.065740
401.686000	-0.125156	0.065740
401.687000	-0.133978	0.065740
401.688000	-0.141540	0.065740
401.689000	-0.147712	0.065740
401.690000	-0.152242	0.065740
401.691000	-0.154975	0.065740
401.692000	-0.156118	0.065740
401.693000	-0.156047	0.065740
401.694000	-0.155051	0.065740
401.695000	-0.153351	0.065740
401.696000	-0.151114	0.065740
401.697000	-0.148360	0.065740
401.698000	-0.145071	0.065740
401.699000	-0.141293	0.065740
401.700000	-0.137080	0.065740
401.701000	-0.132627	0.065740
401.702000	-0.128476	0.065740
401.703000	-0.125424	0.065740
401.704000	-0.124200	0.065740
401.705000	-0.125175	0.065740
401.706000	-0.128245	0.065740
401.707000	-0.132863	0.065740
401.708000	-0.138187	0.065740
401.709000	-0.143522	0.065740
401.710000	-0.148545	0.065740
401.711000	-0.153164	0.065740
401.712000	-0.157438	0.065740
401.713000	-0.161518	0.065740
401.714000	-0.165516	0.065740
401.715000	-0.169302	0.065740
401.716000	-0.172469	0.065740
401.717000	-0.174579	0.065740
401.718000	-0.175272	0.065740
401.719000	-0.174357	0.065740
401.720000	-0.171886	0.065740
401.721000	-0.167818	0.065740
401.722000	-0.161987	0.065740
401.723000	-0.154635	0.065740
401.724000	-0.146387	0.065740
401.725000	-0.137842	0.065740
401.726000	-0.129569	0.065740
401.727000	-0.122023	0.065740
401.728000	-0.115450	0.065740
401.729000	-0.110017	0.065740
401.730000	-0.105763	0.065740
401.731000	-0.102382	0.065740
401.732000	-0.099507	0.065740
401.733000	-0.097224	0.065740
401.734000	-0.095829	0.065740
401.735000	-0.095273	0.065740
401.736000	-0.095214	0.065740
401.737000	-0.095440	0.065740
401.738000	-0.096021	0.065740
401.739000	-0.097078	0.065740
401.740000	-0.098527	0.065740
401.741000	-0.100150	0.065740
401.742000	-0.101779	0.065740
401.743000	-0.103267	0.065740
401.744000	-0.104472	0.065740
401.745000	-0.105202	0.065740
401.746000	-0.105177	0.065740
401.747000	-0.104187	0.065740
401.748000	-0.102155	0.065739
401.749000	-0.098970	0.065739
401.750000	-0.094592	0.065739
401.751000	-0.089297	0.065739
401.752000	-0.083444	0.065739
401.753000	-0.077228	0.065739
401.754000	-0.070803	0.065739
401.755000	-0.064287	0.065739
401.756000	-0.057728	0.065739
401.757000	-0.051186	0.065739
401.758000	-0.044736	0.065739
401.759000	-0.038528	0.065739
401.760000	-0.032773	0.065738
401.761000	-0.027511	0.065738
401.762000	-0.022677	0.065738
401.763000	-0.018392	0.065738
401.764000	-0.014967	0.065738
401.765000	-0.012703	0.065738
401.766000	-0.011716	0.065738
401.767000	-0.011760	0.065738
401.768000	-0.012295	0.065738
401.769000	-0.012935	0.065738
401.770000	-0.013674	0.065737
401.771000	-0.014532	0.065737
401.772000	-0.015179	0.065737
401.773000	-0.015230	0.065737
401.774000	-0.014740	0.065737
401.775000	-0.014158	0.065737
401.776000	-0.013841	0.065737
401.777000	-0.013644	0.065737
401.778000	-0.013053	0.065737
401.779000	-0.011650	0.065737
401.780000	-0.009487	0.065736
401.781000	-0.007018	0.065736
401.782000	-0.004704	0.065736
401.783000	-0.002823	0.065736
401.784000	-0.001435	0.065736
401.785000	-0.000312	0.065736
401.786000	0.000926	0.065736
401.787000	0.002539	0.065736
401.788000	0.004434	0.065736
401.789000	0.006132	0.065735
401.790000	0.007089	0.065735
401.791000	0.007069	0.065735
401.792000	0.006169	0.065735
401.793000	0.004733	0.065735
401.794000	0.003180	0.065735
401.795000	0.001638	0.065735
401.796000	-0.000070	0.065735
401.797000	-0.001998	0.065735
401.798000	-0.003851	0.065735
401.799000	-0.005381	0.065734
401.800000	-0.006824	0.065734
401.801000	-0.008676	0.065734
401.802000	-0.011152	0.065734
401.803000	-0.014138	0.065734
401.804000	-0.017406	0.065734
401.805000	-0.020637	0.065734
401.806000	-0.023433	0.065734
401.807000	-0.025479	0.065734
401.808000	-0.026686	0.065734
401.809000	-0.027107	0.065733
401.810000	-0.026834	0.065733
401.811000	-0.026021	0.065733
401.812000	-0.024811	0.065733
401.813000	-0.023234	0.065733
401.814000	-0.021201	0.065733
401.815000	-0.018684	0.065733
401.816000	-0.015919	0.065733
401.817000	-0.013266	0.065732
401.818000	-0.010934	0.065732
401.819000	-0.008898	0.065732
401.820000	-0.007020	0.065732
401.821000	-0.005153	0.065732
401.822000	-0.003113	0.065732
401.823000	-0.000649	0.065732
401.824000	0.002435	0.065732
401.825000	0.005976	0.065731
401.826000	0.009361	0.065731
401.827000	0.011998	0.065731
401.828000	0.013765	0.065731
401.829000	0.014976	0.065731
401.830000	0.016208	0.065731
401.831000	0.018007	0.065731
401.832000	0.020524	0.065730
401.833000	0.023562	0.065730
401.834000	0.026901	0.065730
401.835000	0.030394	0.065730
401.836000	0.033962	0.065730
401.837000	0.037675	0.065730
401.838000	0.041524	0.065730
401.839000	0.045103	0.065730
401.840000	0.047761	0.065729
401.841000	0.049039	0.065729
401.842000	0.048881	0.065729
401.843000	0.047554	0.065729
401.844000	0.045495	0.065729
401.845000	0.043108	0.065729
401.846000	0.040565	0.065729
401.847000	0.037708	0.065728
401.848000	0.034195	0.065728
401.849000	0.029697	0.065728
401.850000	0.024188	0.065728
401.851000	0.018238	0.065728
401.852000	0.012734	0.065728
401.853000	0.008297	0.065728
401.854000	0.005112	0.065727
401.855000	0.003098	0.065727
401.856000	0.002039	0.065727
401.857000	0.001641	0.065727
401.858000	0.001583	0.065727
401.859000	0.001764	0.065727
401.860000	0.002460	0.065727
401.861000	0.004002	0.065726
401.862000	0.006447	0.065726
401.863000	0.009535	0.065726
401.864000	0.012794	0.065726
401.865000	0.015688	0.065726
401.866000	0.017771	0.065726
401.867000	0.018890	0.065726
401.868000	0.019183	0.065726
401.869000	0.018780	0.065725
401.870000	0.017719	0.065725
401.871000	0.016010	0.065725
401.872000	0.013667	0.065725
401.873000	0.010916	0.065725
401.874000	0.008252	0.065725
401.875000	0.006078	0.065724
401.876000	0.004431	0.065724
401.877000	0.003116	0.065724
401.878000	0.002022	0.065724
401.879000	0.001288	0.065724
401.880000	0.001164	0.065724
401.881000	0.001880	0.065724
401.882000	0.003532	0.065723
401.883000	0.006020	0.065723
401.884000	0.009111	0.065723
401.885000	0.012504	0.065723
401.886000	0.015905	0.065723
401.887000	0.019120	0.065723
401.888000	0.022054	0.065723
401.889000	0.024677	0.065722
401.890000	0.026999	0.065722
401.891000	0.028976	0.065722
401.892000	0.030478	0.065722
401.893000	0.031495	0.065722
401.894000	0.032236	0.065722
401.895000	0.032898	0.065721
401.896000	0.033456	0.065721
401.897000	0.033811	0.065721
401.898000	0.034104	0.065721
401.899000	0.034632	0.065721
401.900000	0.035542	0.065721
401.901000	0.036852	0.065721
401.902000	0.038713	0.065720
401.903000	0.041322	0.065720
401.904000	0.044649	0.065720
401.905000	0.048488	0.065720
401.906000	0.052625	0.065720
401.907000	0.056815	0.065719
401.908000	0.060746	0.065719
401.909000	0.064232	0.065719
401.910000	0.067206	0.065719
401.911000	0.069415	0.065719
401.912000	0.070371	0.065719
401.913000	0.069689	0.065718
401.914000	0.067373	0.065718
401.915000	0.063636	0.065718
401.916000	0.058695	0.065718
401.917000	0.053042	0.065718
401.918000	0.047516	0.065718
401.919000	0.042628	0.065717
401.920000	0.038065	0.065717
401.921000	0.033277	0.065717
401.922000	0.028144	0.065717
401.923000	0.022958	0.065717
401.924000	0.018195	0.065717
401.925000	0.014202	0.065716
401.926000	0.010976	0.065716
401.927000	0.008432	0.065716
401.928000	0.006720	0.065716
401.929000	0.006130	0.065716
401.930000	0.006796	0.065716
401.931000	0.008606	0.065715
401.932000	0.011229	0.065715
401.933000	0.014127	0.065715
401.934000	0.016850	0.065715
401.935000	0.019273	0.065715
401.936000	0.021444	0.065714
401.937000	0.023385	0.065714
401.938000	0.025089	0.065714
401.939000	0.026511	0.065714
401.940000	0.027465	0.065714
401.941000	0.027663	0.065714
401.942000	0.027069	0.065713
401.943000	0.026062	0.065713
401.944000	0.025203	0.065713
401.945000	0.024840	0.065713
401.946000	0.024829	0.065713
401.947000	0.024753	0.065713
401.948000	0.024379	0.065712
401.949000	0.023831	0.065712
401.950000	0.023461	0.065712
401.951000	0.023511	0.065712
401.952000	0.023923	0.065712
401.953000	0.024555	0.065712
401.954000	0.025422	0.065711
401.955000	0.026531	0.065711
401.956000	0.027686	0.065711
401.957000	0.028650	0.065711
401.958000	0.029299	0.065711
401.959000	0.029482	0.065711
401.960000	0.028917	0.065710
401.961000	0.027454	0.065710
401.962000	0.025333	0.065710
401.963000	0.023035	0.065710
401.964000	0.020993	0.065710
401.965000	0.019497	0.065710
401.966000	0.018814	0.065710
401.967000	0.019259	0.065709
401.968000	0.020837	0.065709
401.969000	0.022980	0.065709
401.970000	0.024988	0.065709
401.971000	0.026452	0.065709
401.972000	0.027335	0.065709
401.973000	0.028051	0.065709
401.974000	0.029184	0.065708
401.975000	0.031044	0.065708
401.976000	0.033667	0.065708
401.977000	0.037028	0.065708
401.978000	0.041066	0.065708
401.979000	0.045516	0.065708
401.980000	0.049961	0.065707
401.981000	0.054158	0.065707
401.982000	0.058056	0.065707
401.983000	0.061624	0.065707
401.984000	0.064804	0.065707
401.985000	0.067565	0.065707
401.986000	0.069956	0.065707
401.987000	0.071992	0.065706
401.988000	0.073592	0.065706
401.989000	0.074741	0.065706
401.990000	0.075539	0.065706
401.991000	0.076090	0.065706
401.992000	0.076446	0.065706
401.993000	0.076572	0.065705
401.994000	0.076294	0.065705
401.995000	0.075301	0.065705
401.996000	0.073358	0.065705
401.997000	0.070639	0.065705
401.998000	0.067662	0.065705
401.999000	0.064750	0.065704
402.000000	0.061694	0.065704
402.001000	0.057986	0.065704
402.002000	0.053375	0.065704
402.003000	0.048013	0.065704
402.004000	0.042251	0.065704
402.005000	0.036566	0.065704
402.006000	0.031342	0.065703
402.007000	0.026752	0.065703
402.008000	0.022930	0.065703
402.009000	0.020011	0.065703
402.010000	0.018051	0.065703
402.011000	0.017021	0.065703
402.012000	0.016815	0.065703
402.013000	0.017291	0.065702
402.014000	0.018311	0.065702
402.015000	0.019767	0.065702
402.016000	0.021634	0.065702
402.017000	0.024021	0.065702
402.018000	0.027051	0.065701
402.019000	0.030657	0.065701
402.020000	0.034576	0.065701
402.021000	0.038462	0.065701
402.022000	0.041983	0.065701
402.023000	0.044850	0.065701
402.024000	0.046891	0.065700
402.025000	0.048101	0.065700
402.026000	0.048581	0.065700
402.027000	0.048415	0.065700
402.028000	0.047560	0.065700
402.029000	0.045903	0.065700
402.030000	0.043493	0.065699
402.031000	0.040612	0.065699
402.032000	0.037640	0.065699
402.033000	0.034940	0.065699
402.034000	0.032805	0.065699
402.035000	0.031349	0.065698
402.036000	0.030274	0.065698
402.037000	0.028969	0.065698
402.038000	0.027060	0.065698
402.039000	0.024808	0.065698
402.040000	0.022937	0.065697
402.041000	0.022125	0.065697
402.042000	0.022597	0.065697
402.043000	0.024148	0.065697
402.044000	0.026433	0.065697
402.045000	0.029130	0.065696
402.046000	0.032006	0.065696
402.047000	0.034903	0.065696
402.048000	0.037593	0.065696
402.049000	0.039942	0.065696
402.050000	0.042262	0.065696
402.051000	0.045117	0.065695
402.052000	0.048742	0.065695
402.053000	0.052852	0.065695
402.054000	0.056931	0.065695
402.055000	0.060456	0.065695
402.056000	0.062908	0.065694
402.057000	0.063871	0.065694
402.058000	0.063218	0.065694
402.059000	0.061293	0.065694
402.060000	0.058809	0.065694
402.061000	0.056372	0.065693
402.062000	0.054241	0.065693
402.063000	0.052502	0.065693
402.064000	0.051138	0.065693
402.065000	0.049852	0.065693
402.066000	0.048110	0.065692
402.067000	0.045506	0.065692
402.068000	0.041953	0.065692
402.069000	0.037723	0.065692
402.070000	0.033376	0.065692
402.071000	0.029502	0.065691
402.072000	0.026426	0.065691
402.073000	0.024113	0.065691
402.074000	0.022187	0.065691
402.075000	0.020153	0.065691
402.076000	0.017766	0.065690
402.077000	0.015088	0.065690
402.078000	0.012294	0.065690
402.079000	0.009606	0.065690
402.080000	0.007220	0.065690
402.081000	0.005265	0.065689
402.082000	0.003934	0.065689
402.083000	0.003361	0.065689
402.084000	0.003358	0.065689
402.085000	0.003553	0.065689
402.086000	0.003773	0.065688
402.087000	0.004233	0.065688
402.088000	0.005274	0.065688
402.089000	0.006957	0.065688
402.090000	0.009118	0.065688
402.091000	0.011639	0.065687
402.092000	0.014517	0.065687
402.093000	0.017781	0.065687
402.094000	0.021445	0.065687
402.095000	0.025531	0.065687
402.096000	0.029852	0.065686
402.097000	0.033856	0.065686
402.098000	0.036990	0.065686
402.099000	0.039218	0.065686
402.100000	0.041055	0.065686
402.101000	0.043042	0.065685
402.102000	0.045181	0.065685
402.103000	0.046931	0.065685
402.104000	0.047753	0.065685
402.105000	0.047525	0.065684
402.106000	0.046480	0.065684
402.107000	0.044948	0.065684
402.108000	0.043188	0.065684
402.109000	0.041306	0.065684
402.110000	0.039271	0.065683
402.111000	0.037013	0.065683
402.112000	0.034517	0.065683
402.113000	0.031803	0.065683
402.114000	0.028867	0.065682
402.115000	0.025768	0.065682
402.116000	0.022661	0.065682
402.117000	0.019670	0.065682
402.118000	0.016968	0.065682
402.119000	0.014852	0.065681
402.120000	0.013453	0.065681
402.121000	0.012589	0.065681
402.122000	0.012047	0.065681
402.123000	0.011818	0.065680
402.124000	0.012005	0.065680
402.125000	0.012687	0.065680
402.126000	0.013944	0.065680
402.127000	0.015788	0.065679
402.128000	0.018044	0.065679
402.129000	0.020396	0.065679
402.130000	0.022561	0.065679
402.131000	0.024314	0.065678
402.132000	0.025352	0.065678
402.133000	0.025457	0.065678
402.134000	0.024736	0.065678
402.135000	0.023497	0.065677
402.136000	0.022081	0.065677
402.137000	0.020770	0.065677
402.138000	0.019734	0.065677
402.139000	0.019149	0.065677
402.140000	0.019201	0.065676
402.141000	0.019823	0.065676
402.142000	0.020616	0.065676
402.143000	0.021206	0.065676
402.144000	0.021573	0.065675
402.145000	0.021982	0.065675
402.146000	0.022747	0.065675
402.147000	0.024056	0.065675
402.148000	0.025879	0.065674
402.149000	0.027973	0.065674
402.150000	0.029976	0.065674
402.151000	0.031571	0.065674
402.152000	0.032638	0.065673
402.153000	0.033212	0.065673
402.154000	0.033294	0.065673
402.155000	0.032742	0.065673
402.156000	0.031357	0.065672
402.157000	0.029119	0.065672
402.158000	0.026293	0.065672
402.159000	0.023208	0.065672
402.160000	0.020054	0.065671
402.161000	0.017013	0.065671
402.162000	0.014445	0.065671
402.163000	0.012809	0.065671
402.164000	0.012417	0.065671
402.165000	0.013278	0.065670
402.166000	0.015120	0.065670
402.167000	0.017529	0.065670
402.168000	0.020172	0.065670
402.169000	0.022888	0.065670
402.170000	0.025590	0.065669
402.171000	0.028225	0.065669
402.172000	0.030789	0.065669
402.173000	0.033218	0.065669
402.174000	0.035334	0.065669
402.175000	0.036954	0.065668
402.176000	0.037971	0.065668
