Sample Rate:	1000.000000
Time (s)	ECG	GSC
39.761000	0.009812	0.026357
39.762000	0.006810	0.026357
39.763000	0.003653	0.026357
39.764000	0.001018	0.026357
39.765000	-0.000600	0.026357
39.766000	-0.001059	0.026357
39.767000	-0.000665	0.026357
39.768000	-0.000007	0.026357
39.769000	0.000375	0.026357
39.770000	0.000345	0.026357
39.771000	0.000147	0.026357
39.772000	-0.000073	0.026357
39.773000	-0.000348	0.026357
39.774000	-0.000636	0.026356
39.775000	-0.000787	0.026356
39.776000	-0.000679	0.026356
39.777000	-0.000421	0.026356
39.778000	-0.000410	0.026356
39.779000	-0.000904	0.026356
39.780000	-0.001606	0.026356
39.781000	-0.001893	0.026356
39.782000	-0.001318	0.026356
39.783000	0.000205	0.026356
39.784000	0.002525	0.026356
39.785000	0.005261	0.026356
39.786000	0.007909	0.026356
39.787000	0.010414	0.026356
39.788000	0.013356	0.026355
39.789000	0.017223	0.026355
39.790000	0.021845	0.026355
39.791000	0.026709	0.026355
39.792000	0.031547	0.026355
39.793000	0.036511	0.026355
39.794000	0.041871	0.026355
39.795000	0.047675	0.026355
39.796000	0.053607	0.026355
39.797000	0.059080	0.026355
39.798000	0.063503	0.026355
39.799000	0.066457	0.026355
39.800000	0.067699	0.026354
39.801000	0.067214	0.026354
39.802000	0.065359	0.026354
39.803000	0.062791	0.026354
39.804000	0.060034	0.026354
39.805000	0.057277	0.026354
39.806000	0.054647	0.026354
39.807000	0.052403	0.026354
39.808000	0.050722	0.026354
39.809000	0.049486	0.026354
39.810000	0.048479	0.026354
39.811000	0.047697	0.026353
39.812000	0.047382	0.026353
39.813000	0.047807	0.026353
39.814000	0.049018	0.026353
39.815000	0.050910	0.026353
39.816000	0.053352	0.026353
39.817000	0.056033	0.026353
39.818000	0.058584	0.026353
39.819000	0.060936	0.026352
39.820000	0.063255	0.026352
39.821000	0.065449	0.026352
39.822000	0.066893	0.026352
39.823000	0.066739	0.026352
39.824000	0.064534	0.026352
39.825000	0.060460	0.026352
39.826000	0.055135	0.026351
39.827000	0.049312	0.026351
39.828000	0.043562	0.026351
39.829000	0.038177	0.026351
39.830000	0.033209	0.026351
39.831000	0.028480	0.026351
39.832000	0.023630	0.026351
39.833000	0.018452	0.026351
39.834000	0.013281	0.026350
39.835000	0.008800	0.026350
39.836000	0.005609	0.026350
39.837000	0.003972	0.026350
39.838000	0.003768	0.026350
39.839000	0.004570	0.026350
39.840000	0.005879	0.026350
39.841000	0.007510	0.026349
39.842000	0.009669	0.026349
39.843000	0.012566	0.026349
39.844000	0.015960	0.026349
39.845000	0.019133	0.026349
39.846000	0.021447	0.026349
39.847000	0.022707	0.026349
39.848000	0.022979	0.026349
39.849000	0.022343	0.026348
39.850000	0.020798	0.026348
39.851000	0.018420	0.026348
39.852000	0.015556	0.026348
39.853000	0.012613	0.026348
39.854000	0.009825	0.026348
39.855000	0.007258	0.026348
39.856000	0.004716	0.026348
39.857000	0.001887	0.026347
39.858000	-0.001194	0.026347
39.859000	-0.004238	0.026347
39.860000	-0.007121	0.026347
39.861000	-0.009812	0.026347
39.862000	-0.012134	0.026347
39.863000	-0.013767	0.026347
39.864000	-0.014352	0.026347
39.865000	-0.013761	0.026346
39.866000	-0.012440	0.026346
39.867000	-0.011275	0.026346
39.868000	-0.011007	0.026346
39.869000	-0.011788	0.026346
39.870000	-0.013199	0.026346
39.871000	-0.014688	0.026346
39.872000	-0.015931	0.026346
39.873000	-0.016887	0.026346
39.874000	-0.017899	0.026345
39.875000	-0.019565	0.026345
39.876000	-0.022391	0.026345
39.877000	-0.026691	0.026345
39.878000	-0.032580	0.026345
39.879000	-0.039784	0.026345
39.880000	-0.047728	0.026345
39.881000	-0.055892	0.026345
39.882000	-0.063854	0.026345
39.883000	-0.071117	0.026345
39.884000	-0.077064	0.026344
39.885000	-0.081154	0.026344
39.886000	-0.083028	0.026344
39.887000	-0.082278	0.026344
39.888000	-0.078280	0.026344
39.889000	-0.070268	0.026344
39.890000	-0.057616	0.026344
39.891000	-0.039935	0.026344
39.892000	-0.016990	0.026344
39.893000	0.011376	0.026344
39.894000	0.045532	0.026344
39.895000	0.085943	0.026343
39.896000	0.132632	0.026343
39.897000	0.185155	0.026343
39.898000	0.242932	0.026343
39.899000	0.305529	0.026343
39.900000	0.372735	0.026343
39.901000	0.444353	0.026343
39.902000	0.520032	0.026343
39.903000	0.599246	0.026343
39.904000	0.681076	0.026343
39.905000	0.764124	0.026343
39.906000	0.846916	0.026343
39.907000	0.928264	0.026343
39.908000	1.007329	0.026343
39.909000	1.083423	0.026342
39.910000	1.155469	0.026342
39.911000	1.221632	0.026342
39.912000	1.279434	0.026342
39.913000	1.325673	0.026342
39.914000	1.356598	0.026342
39.915000	1.369130	0.026342
39.916000	1.361688	0.026342
39.917000	1.333941	0.026342
39.918000	1.286388	0.026342
39.919000	1.220053	0.026342
39.920000	1.136115	0.026342
39.921000	1.035683	0.026342
39.922000	0.920162	0.026342
39.923000	0.791632	0.026342
39.924000	0.652632	0.026341
39.925000	0.505837	0.026341
39.926000	0.354169	0.026341
39.927000	0.201059	0.026341
39.928000	0.050343	0.026341
39.929000	-0.094008	0.026341
39.930000	-0.228335	0.026341
39.931000	-0.349873	0.026341
39.932000	-0.456707	0.026341
39.933000	-0.547545	0.026341
39.934000	-0.621866	0.026341
39.935000	-0.679863	0.026341
39.936000	-0.722290	0.026341
39.937000	-0.750393	0.026340
39.938000	-0.765615	0.026340
39.939000	-0.769537	0.026340
39.940000	-0.764003	0.026340
39.941000	-0.750908	0.026340
39.942000	-0.732118	0.026340
39.943000	-0.709495	0.026340
39.944000	-0.684628	0.026340
39.945000	-0.658798	0.026340
39.946000	-0.633108	0.026340
39.947000	-0.608274	0.026340
39.948000	-0.584565	0.026340
39.949000	-0.562158	0.026340
39.950000	-0.541213	0.026339
39.951000	-0.521819	0.026339
39.952000	-0.504177	0.026339
39.953000	-0.488251	0.026339
39.954000	-0.473509	0.026339
39.955000	-0.459331	0.026339
39.956000	-0.445403	0.026339
39.957000	-0.431909	0.026339
39.958000	-0.419441	0.026339
39.959000	-0.408523	0.026339
39.960000	-0.399280	0.026339
39.961000	-0.391595	0.026338
39.962000	-0.385197	0.026338
39.963000	-0.379536	0.026338
39.964000	-0.374014	0.026338
39.965000	-0.368527	0.026338
39.966000	-0.363393	0.026338
39.967000	-0.358723	0.026338
39.968000	-0.354223	0.026338
39.969000	-0.349324	0.026338
39.970000	-0.343294	0.026338
39.971000	-0.335657	0.026338
39.972000	-0.326669	0.026338
39.973000	-0.317228	0.026338
39.974000	-0.308247	0.026337
39.975000	-0.300036	0.026337
39.976000	-0.292252	0.026337
39.977000	-0.284403	0.026337
39.978000	-0.276364	0.026337
39.979000	-0.268440	0.026337
39.980000	-0.261010	0.026337
39.981000	-0.254181	0.026337
39.982000	-0.247862	0.026337
39.983000	-0.242045	0.026337
39.984000	-0.236916	0.026337
39.985000	-0.232721	0.026337
39.986000	-0.229410	0.026337
39.987000	-0.226536	0.026337
39.988000	-0.223614	0.026337
39.989000	-0.220343	0.026337
39.990000	-0.216519	0.026337
39.991000	-0.212013	0.026336
39.992000	-0.206993	0.026336
39.993000	-0.201864	0.026336
39.994000	-0.196930	0.026336
39.995000	-0.192277	0.026336
39.996000	-0.187783	0.026336
39.997000	-0.183142	0.026336
39.998000	-0.178093	0.026336
39.999000	-0.172609	0.026336
40.000000	-0.166867	0.026336
40.001000	-0.161292	0.026336
40.002000	-0.156313	0.026336
40.003000	-0.152017	0.026336
40.004000	-0.148316	0.026336
40.005000	-0.145087	0.026336
40.006000	-0.142139	0.026336
40.007000	-0.139239	0.026336
40.008000	-0.136073	0.026336
40.009000	-0.132340	0.026336
40.010000	-0.128136	0.026336
40.011000	-0.123970	0.026336
40.012000	-0.120080	0.026336
40.013000	-0.115968	0.026336
40.014000	-0.110914	0.026335
40.015000	-0.104829	0.026335
40.016000	-0.098481	0.026335
40.017000	-0.092789	0.026335
40.018000	-0.088024	0.026335
40.019000	-0.083951	0.026335
40.020000	-0.080260	0.026335
40.021000	-0.076795	0.026335
40.022000	-0.073711	0.026335
40.023000	-0.071320	0.026335
40.024000	-0.069910	0.026335
40.025000	-0.069624	0.026335
40.026000	-0.070129	0.026335
40.027000	-0.070575	0.026335
40.028000	-0.070272	0.026335
40.029000	-0.069280	0.026335
40.030000	-0.068103	0.026335
40.031000	-0.067023	0.026335
40.032000	-0.065934	0.026335
40.033000	-0.064643	0.026335
40.034000	-0.062976	0.026335
40.035000	-0.060782	0.026335
40.036000	-0.058022	0.026335
40.037000	-0.054724	0.026335
40.038000	-0.050922	0.026335
40.039000	-0.046671	0.026335
40.040000	-0.042023	0.026335
40.041000	-0.037136	0.026335
40.042000	-0.032385	0.026335
40.043000	-0.028124	0.026335
40.044000	-0.024479	0.026335
40.045000	-0.021347	0.026335
40.046000	-0.018337	0.026335
40.047000	-0.014931	0.026335
40.048000	-0.011095	0.026335
40.049000	-0.007524	0.026336
40.050000	-0.004987	0.026336
40.051000	-0.003829	0.026336
40.052000	-0.004040	0.026336
40.053000	-0.005426	0.026336
40.054000	-0.007754	0.026336
40.055000	-0.010681	0.026336
40.056000	-0.013546	0.026336
40.057000	-0.015547	0.026336
40.058000	-0.016128	0.026336
40.059000	-0.015263	0.026336
40.060000	-0.013540	0.026336
40.061000	-0.011664	0.026336
40.062000	-0.009957	0.026336
40.063000	-0.008529	0.026336
40.064000	-0.007332	0.026336
40.065000	-0.005944	0.026336
40.066000	-0.003910	0.026336
40.067000	-0.001127	0.026336
40.068000	0.002401	0.026336
40.069000	0.006734	0.026336
40.070000	0.011786	0.026336
40.071000	0.017342	0.026336
40.072000	0.023118	0.026336
40.073000	0.028567	0.026336
40.074000	0.033032	0.026337
40.075000	0.036200	0.026337
40.076000	0.038089	0.026337
40.077000	0.038846	0.026337
40.078000	0.038804	0.026337
40.079000	0.038528	0.026337
40.080000	0.038492	0.026337
40.081000	0.038812	0.026337
40.082000	0.039533	0.026337
40.083000	0.040828	0.026337
40.084000	0.042736	0.026337
40.085000	0.044813	0.026337
40.086000	0.046346	0.026337
40.087000	0.047069	0.026337
40.088000	0.047223	0.026337
40.089000	0.047014	0.026337
40.090000	0.046595	0.026337
40.091000	0.046187	0.026337
40.092000	0.045871	0.026338
40.093000	0.045564	0.026338
40.094000	0.045280	0.026338
40.095000	0.045273	0.026338
40.096000	0.045766	0.026338
40.097000	0.046466	0.026338
40.098000	0.046676	0.026338
40.099000	0.046065	0.026338
40.100000	0.044804	0.026338
40.101000	0.043265	0.026338
40.102000	0.041936	0.026338
40.103000	0.041235	0.026338
40.104000	0.041379	0.026338
40.105000	0.042337	0.026338
40.106000	0.043917	0.026338
40.107000	0.046030	0.026338
40.108000	0.048637	0.026338
40.109000	0.051489	0.026338
40.110000	0.054460	0.026338
40.111000	0.057831	0.026338
40.112000	0.061516	0.026339
40.113000	0.064706	0.026339
40.114000	0.066677	0.026339
40.115000	0.067253	0.026339
40.116000	0.066731	0.026339
40.117000	0.065716	0.026339
40.118000	0.064812	0.026339
40.119000	0.064334	0.026339
40.120000	0.064318	0.026339
40.121000	0.064689	0.026339
40.122000	0.065316	0.026339
40.123000	0.066077	0.026339
40.124000	0.066847	0.026339
40.125000	0.067323	0.026339
40.126000	0.067188	0.026339
40.127000	0.066597	0.026339
40.128000	0.066122	0.026339
40.129000	0.066212	0.026339
40.130000	0.067122	0.026339
40.131000	0.068933	0.026339
40.132000	0.071391	0.026339
40.133000	0.074037	0.026339
40.134000	0.076627	0.026339
40.135000	0.079270	0.026339
40.136000	0.082150	0.026339
40.137000	0.085259	0.026339
40.138000	0.088338	0.026339
40.139000	0.091025	0.026339
40.140000	0.092976	0.026339
40.141000	0.094048	0.026340
40.142000	0.094513	0.026340
40.143000	0.094652	0.026340
40.144000	0.094497	0.026340
40.145000	0.094245	0.026340
40.146000	0.094231	0.026340
40.147000	0.094550	0.026340
40.148000	0.095022	0.026340
40.149000	0.095274	0.026340
40.150000	0.094881	0.026340
40.151000	0.093575	0.026340
40.152000	0.091257	0.026340
40.153000	0.087869	0.026340
40.154000	0.083606	0.026340
40.155000	0.079176	0.026340
40.156000	0.075429	0.026340
40.157000	0.072636	0.026340
40.158000	0.070270	0.026340
40.159000	0.067824	0.026340
40.160000	0.065480	0.026340
40.161000	0.063664	0.026340
40.162000	0.062536	0.026340
40.163000	0.061962	0.026340
40.164000	0.061560	0.026340
40.165000	0.060880	0.026340
40.166000	0.059664	0.026340
40.167000	0.058076	0.026340
40.168000	0.056756	0.026340
40.169000	0.056367	0.026340
40.170000	0.057105	0.026340
40.171000	0.058691	0.026340
40.172000	0.060620	0.026340
40.173000	0.062446	0.026340
40.174000	0.063900	0.026340
40.175000	0.064880	0.026340
40.176000	0.065305	0.026340
40.177000	0.064946	0.026341
40.178000	0.063704	0.026341
40.179000	0.061996	0.026341
40.180000	0.060441	0.026341
40.181000	0.059357	0.026341
40.182000	0.058785	0.026341
40.183000	0.058609	0.026341
40.184000	0.058690	0.026341
40.185000	0.058946	0.026341
40.186000	0.059172	0.026341
40.187000	0.059139	0.026341
40.188000	0.058897	0.026341
40.189000	0.058567	0.026341
40.190000	0.058081	0.026341
40.191000	0.057346	0.026341
40.192000	0.056411	0.026341
40.193000	0.055457	0.026341
40.194000	0.054809	0.026341
40.195000	0.054885	0.026341
40.196000	0.055847	0.026341
40.197000	0.057380	0.026341
40.198000	0.059098	0.026341
40.199000	0.061033	0.026341
40.200000	0.063448	0.026341
40.201000	0.066351	0.026341
40.202000	0.069502	0.026341
40.203000	0.072709	0.026341
40.204000	0.075874	0.026341
40.205000	0.078648	0.026341
40.206000	0.080353	0.026341
40.207000	0.080479	0.026341
40.208000	0.079095	0.026341
40.209000	0.076749	0.026342
40.210000	0.073996	0.026342
40.211000	0.071060	0.026342
40.212000	0.067769	0.026342
40.213000	0.063811	0.026342
40.214000	0.059154	0.026342
40.215000	0.053946	0.026342
40.216000	0.048078	0.026342
40.217000	0.041322	0.026342
40.218000	0.033727	0.026342
40.219000	0.025631	0.026342
40.220000	0.017522	0.026342
40.221000	0.009814	0.026342
40.222000	0.002798	0.026342
40.223000	-0.003344	0.026342
40.224000	-0.008819	0.026342
40.225000	-0.013970	0.026342
40.226000	-0.018658	0.026342
40.227000	-0.022479	0.026342
40.228000	-0.025328	0.026342
40.229000	-0.027356	0.026342
40.230000	-0.028791	0.026342
40.231000	-0.030015	0.026342
40.232000	-0.031405	0.026343
40.233000	-0.033139	0.026343
40.234000	-0.035279	0.026343
40.235000	-0.037822	0.026343
40.236000	-0.040522	0.026343
40.237000	-0.042898	0.026343
40.238000	-0.044577	0.026343
40.239000	-0.045505	0.026343
40.240000	-0.046022	0.026343
40.241000	-0.046765	0.026343
40.242000	-0.048462	0.026343
40.243000	-0.051712	0.026343
40.244000	-0.056360	0.026343
40.245000	-0.061263	0.026343
40.246000	-0.065114	0.026343
40.247000	-0.067110	0.026343
40.248000	-0.067128	0.026343
40.249000	-0.066000	0.026343
40.250000	-0.065032	0.026343
40.251000	-0.064912	0.026343
40.252000	-0.065491	0.026343
40.253000	-0.066490	0.026343
40.254000	-0.067884	0.026343
40.255000	-0.069414	0.026343
40.256000	-0.070586	0.026343
40.257000	-0.071274	0.026343
40.258000	-0.071485	0.026343
40.259000	-0.071056	0.026343
40.260000	-0.069886	0.026343
40.261000	-0.067946	0.026343
40.262000	-0.065439	0.026343
40.263000	-0.063118	0.026343
40.264000	-0.061825	0.026343
40.265000	-0.062020	0.026344
40.266000	-0.063994	0.026344
40.267000	-0.067780	0.026344
40.268000	-0.072736	0.026344
40.269000	-0.077756	0.026344
40.270000	-0.081861	0.026344
40.271000	-0.084679	0.026344
40.272000	-0.086497	0.026344
40.273000	-0.087804	0.026344
40.274000	-0.088877	0.026344
40.275000	-0.089781	0.026344
40.276000	-0.090573	0.026344
40.277000	-0.091096	0.026344
40.278000	-0.090690	0.026344
40.279000	-0.088719	0.026344
40.280000	-0.085232	0.026344
40.281000	-0.080814	0.026344
40.282000	-0.076043	0.026344
40.283000	-0.071240	0.026344
40.284000	-0.066602	0.026344
40.285000	-0.062299	0.026344
40.286000	-0.058300	0.026344
40.287000	-0.054260	0.026344
40.288000	-0.049635	0.026344
40.289000	-0.044199	0.026344
40.290000	-0.038557	0.026344
40.291000	-0.033682	0.026344
40.292000	-0.030050	0.026344
40.293000	-0.027485	0.026344
40.294000	-0.025687	0.026344
40.295000	-0.024544	0.026344
40.296000	-0.023847	0.026344
40.297000	-0.023242	0.026344
40.298000	-0.022662	0.026344
40.299000	-0.022265	0.026345
40.300000	-0.021873	0.026345
40.301000	-0.020978	0.026345
40.302000	-0.019338	0.026345
40.303000	-0.017139	0.026345
40.304000	-0.014878	0.026345
40.305000	-0.013135	0.026345
40.306000	-0.012032	0.026345
40.307000	-0.011186	0.026345
40.308000	-0.010332	0.026345
40.309000	-0.009668	0.026345
40.310000	-0.009739	0.026345
40.311000	-0.011150	0.026345
40.312000	-0.014200	0.026345
40.313000	-0.018422	0.026345
40.314000	-0.022536	0.026345
40.315000	-0.025206	0.026345
40.316000	-0.025707	0.026345
40.317000	-0.024213	0.026345
40.318000	-0.021794	0.026345
40.319000	-0.019755	0.026345
40.320000	-0.018842	0.026345
40.321000	-0.019005	0.026345
40.322000	-0.019649	0.026345
40.323000	-0.019975	0.026345
40.324000	-0.019446	0.026345
40.325000	-0.018121	0.026345
40.326000	-0.016321	0.026345
40.327000	-0.014195	0.026345
40.328000	-0.011702	0.026345
40.329000	-0.008784	0.026345
40.330000	-0.005559	0.026345
40.331000	-0.002567	0.026345
40.332000	-0.000463	0.026345
40.333000	0.000535	0.026345
40.334000	0.000419	0.026345
40.335000	-0.000611	0.026345
40.336000	-0.001980	0.026345
40.337000	-0.003326	0.026345
40.338000	-0.004698	0.026345
40.339000	-0.006082	0.026345
40.340000	-0.007205	0.026345
40.341000	-0.007807	0.026345
40.342000	-0.007940	0.026345
40.343000	-0.007762	0.026345
40.344000	-0.007310	0.026345
40.345000	-0.006816	0.026345
40.346000	-0.006894	0.026345
40.347000	-0.008000	0.026345
40.348000	-0.009867	0.026345
40.349000	-0.011589	0.026345
40.350000	-0.012311	0.026345
40.351000	-0.012023	0.026345
40.352000	-0.011428	0.026345
40.353000	-0.011084	0.026345
40.354000	-0.011119	0.026345
40.355000	-0.011669	0.026345
40.356000	-0.012827	0.026345
40.357000	-0.014331	0.026345
40.358000	-0.015781	0.026345
40.359000	-0.016748	0.026345
40.360000	-0.017016	0.026345
40.361000	-0.016792	0.026345
40.362000	-0.016430	0.026345
40.363000	-0.016408	0.026345
40.364000	-0.017396	0.026345
40.365000	-0.019772	0.026345
40.366000	-0.023204	0.026345
40.367000	-0.026687	0.026345
40.368000	-0.029048	0.026345
40.369000	-0.029689	0.026345
40.370000	-0.028717	0.026345
40.371000	-0.026535	0.026345
40.372000	-0.023630	0.026345
40.373000	-0.020398	0.026345
40.374000	-0.017114	0.026345
40.375000	-0.014034	0.026345
40.376000	-0.011441	0.026345
40.377000	-0.009669	0.026345
40.378000	-0.008586	0.026345
40.379000	-0.007305	0.026345
40.380000	-0.004794	0.026345
40.381000	-0.000601	0.026345
40.382000	0.004798	0.026345
40.383000	0.010159	0.026345
40.384000	0.014338	0.026345
40.385000	0.016985	0.026345
40.386000	0.018054	0.026345
40.387000	0.017398	0.026345
40.388000	0.015066	0.026345
40.389000	0.011381	0.026345
40.390000	0.006871	0.026345
40.391000	0.002295	0.026345
40.392000	-0.001621	0.026345
40.393000	-0.004355	0.026345
40.394000	-0.005454	0.026345
40.395000	-0.004919	0.026345
40.396000	-0.003636	0.026345
40.397000	-0.002849	0.026345
40.398000	-0.003325	0.026345
40.399000	-0.004798	0.026346
40.400000	-0.006150	0.026346
40.401000	-0.006561	0.026346
40.402000	-0.006052	0.026346
40.403000	-0.005043	0.026346
40.404000	-0.004070	0.026346
40.405000	-0.003776	0.026346
40.406000	-0.004790	0.026346
40.407000	-0.007253	0.026346
40.408000	-0.010536	0.026346
40.409000	-0.013595	0.026346
40.410000	-0.015510	0.026346
40.411000	-0.015729	0.026346
40.412000	-0.014176	0.026346
40.413000	-0.011394	0.026346
40.414000	-0.008074	0.026346
40.415000	-0.004351	0.026346
40.416000	-0.000166	0.026346
40.417000	0.003877	0.026346
40.418000	0.006388	0.026346
40.419000	0.006078	0.026346
40.420000	0.003027	0.026346
40.421000	-0.001232	0.026346
40.422000	-0.004901	0.026346
40.423000	-0.006937	0.026346
40.424000	-0.007296	0.026346
40.425000	-0.006503	0.026346
40.426000	-0.005188	0.026346
40.427000	-0.004108	0.026346
40.428000	-0.004198	0.026346
40.429000	-0.006248	0.026346
40.430000	-0.010545	0.026346
40.431000	-0.016570	0.026346
40.432000	-0.022974	0.026346
40.433000	-0.028193	0.026346
40.434000	-0.031100	0.026346
40.435000	-0.031110	0.026347
40.436000	-0.028097	0.026347
40.437000	-0.022335	0.026347
40.438000	-0.014540	0.026347
40.439000	-0.005832	0.026347
40.440000	0.002504	0.026347
40.441000	0.009249	0.026347
40.442000	0.013846	0.026347
40.443000	0.016780	0.026347
40.444000	0.018988	0.026347
40.445000	0.021314	0.026347
40.446000	0.024189	0.026347
40.447000	0.027207	0.026347
40.448000	0.029391	0.026347
40.449000	0.030044	0.026347
40.450000	0.029140	0.026347
40.451000	0.027083	0.026347
40.452000	0.024381	0.026347
40.453000	0.021492	0.026347
40.454000	0.018735	0.026347
40.455000	0.016078	0.026347
40.456000	0.013015	0.026347
40.457000	0.009052	0.026347
40.458000	0.004128	0.026347
40.459000	-0.001378	0.026347
40.460000	-0.006624	0.026347
40.461000	-0.010767	0.026347
40.462000	-0.013462	0.026347
40.463000	-0.014672	0.026347
40.464000	-0.014439	0.026347
40.465000	-0.012902	0.026347
40.466000	-0.010168	0.026347
40.467000	-0.006247	0.026347
40.468000	-0.001322	0.026347
40.469000	0.004283	0.026347
40.470000	0.010706	0.026347
40.471000	0.018466	0.026347
40.472000	0.027571	0.026347
40.473000	0.036965	0.026347
40.474000	0.045127	0.026347
40.475000	0.051415	0.026347
40.476000	0.056144	0.026346
40.477000	0.059538	0.026346
40.478000	0.061429	0.026346
40.479000	0.061820	0.026346
40.480000	0.061196	0.026346
40.481000	0.060122	0.026346
40.482000	0.058864	0.026346
40.483000	0.057240	0.026346
40.484000	0.054625	0.026346
40.485000	0.050445	0.026346
40.486000	0.044677	0.026346
40.487000	0.038034	0.026346
40.488000	0.031684	0.026346
40.489000	0.026386	0.026346
40.490000	0.022290	0.026346
40.491000	0.019736	0.026346
40.492000	0.019357	0.026346
40.493000	0.021344	0.026346
40.494000	0.025296	0.026346
40.495000	0.030549	0.026346
40.496000	0.036274	0.026346
40.497000	0.041425	0.026346
40.498000	0.044915	0.026346
40.499000	0.046084	0.026346
40.500000	0.045151	0.026346
40.501000	0.043235	0.026346
40.502000	0.041716	0.026346
40.503000	0.041482	0.026346
40.504000	0.042595	0.026346
40.505000	0.044561	0.026346
40.506000	0.046917	0.026346
40.507000	0.049641	0.026346
40.508000	0.053027	0.026346
40.509000	0.057083	0.026346
40.510000	0.061154	0.026346
40.511000	0.064130	0.026346
40.512000	0.064927	0.026346
40.513000	0.063205	0.026346
40.514000	0.059721	0.026346
40.515000	0.055586	0.026346
40.516000	0.051425	0.026346
40.517000	0.047389	0.026346
40.518000	0.043620	0.026346
40.519000	0.040189	0.026346
40.520000	0.036751	0.026346
40.521000	0.032544	0.026346
40.522000	0.026703	0.026346
40.523000	0.018992	0.026346
40.524000	0.010257	0.026346
40.525000	0.001826	0.026346
40.526000	-0.005457	0.026346
40.527000	-0.011453	0.026346
40.528000	-0.016170	0.026346
40.529000	-0.019270	0.026346
40.530000	-0.020359	0.026346
40.531000	-0.019459	0.026346
40.532000	-0.016967	0.026346
40.533000	-0.013672	0.026346
40.534000	-0.010489	0.026346
40.535000	-0.007824	0.026346
40.536000	-0.005497	0.026346
40.537000	-0.003167	0.026346
40.538000	-0.000867	0.026346
40.539000	0.000949	0.026346
40.540000	0.002086	0.026346
40.541000	0.002798	0.026346
40.542000	0.003272	0.026346
40.543000	0.003435	0.026346
40.544000	0.002934	0.026346
40.545000	0.001017	0.026346
40.546000	-0.003168	0.026346
40.547000	-0.009528	0.026346
40.548000	-0.016430	0.026346
40.549000	-0.021691	0.026346
40.550000	-0.023839	0.026346
40.551000	-0.022688	0.026346
40.552000	-0.019403	0.026346
40.553000	-0.015591	0.026346
40.554000	-0.012369	0.026346
40.555000	-0.010454	0.026347
40.556000	-0.010213	0.026347
40.557000	-0.011318	0.026347
40.558000	-0.012963	0.026347
40.559000	-0.014378	0.026347
40.560000	-0.015285	0.026347
40.561000	-0.016034	0.026347
40.562000	-0.016998	0.026347
40.563000	-0.018088	0.026347
40.564000	-0.019139	0.026347
40.565000	-0.020138	0.026347
40.566000	-0.020985	0.026347
40.567000	-0.021720	0.026347
40.568000	-0.022579	0.026347
40.569000	-0.023394	0.026347
40.570000	-0.023098	0.026347
40.571000	-0.020148	0.026347
40.572000	-0.013342	0.026347
40.573000	-0.001797	0.026347
40.574000	0.015263	0.026347
40.575000	0.038305	0.026347
40.576000	0.067559	0.026348
40.577000	0.102944	0.026348
40.578000	0.143770	0.026348
40.579000	0.189224	0.026348
40.580000	0.239102	0.026348
40.581000	0.293571	0.026348
40.582000	0.352615	0.026348
40.583000	0.416166	0.026348
40.584000	0.484338	0.026348
40.585000	0.556750	0.026348
40.586000	0.631998	0.026348
40.587000	0.708488	0.026348
40.588000	0.785410	0.026348
40.589000	0.862573	0.026348
40.590000	0.939647	0.026348
40.591000	1.015675	0.026348
40.592000	1.088912	0.026348
40.593000	1.157081	0.026348
40.594000	1.217802	0.026348
40.595000	1.268810	0.026349
40.596000	1.307993	0.026349
40.597000	1.333136	0.026349
40.598000	1.341632	0.026349
40.599000	1.330879	0.026349
40.600000	1.299156	0.026349
40.601000	1.246431	0.026349
40.602000	1.174530	0.026349
40.603000	1.086009	0.026349
40.604000	0.982719	0.026349
40.605000	0.865580	0.026349
40.606000	0.735378	0.026349
40.607000	0.593848	0.026349
40.608000	0.443894	0.026349
40.609000	0.289011	0.026349
40.610000	0.133002	0.026349
40.611000	-0.020093	0.026349
40.612000	-0.166101	0.026349
40.613000	-0.301204	0.026349
40.614000	-0.422501	0.026349
40.615000	-0.527871	0.026349
40.616000	-0.615630	0.026349
40.617000	-0.684440	0.026349
40.618000	-0.733784	0.026349
40.619000	-0.764974	0.026349
40.620000	-0.781065	0.026349
40.621000	-0.785139	0.026349
40.622000	-0.779093	0.026349
40.623000	-0.764519	0.026349
40.624000	-0.743435	0.026349
40.625000	-0.717514	0.026349
40.626000	-0.688349	0.026349
40.627000	-0.658166	0.026349
40.628000	-0.628953	0.026349
40.629000	-0.601485	0.026349
40.630000	-0.575581	0.026349
40.631000	-0.551061	0.026349
40.632000	-0.528170	0.026349
40.633000	-0.507197	0.026349
40.634000	-0.488011	0.026349
40.635000	-0.469811	0.026349
40.636000	-0.451655	0.026349
40.637000	-0.433778	0.026349
40.638000	-0.418086	0.026349
40.639000	-0.406798	0.026348
40.640000	-0.400293	0.026348
40.641000	-0.396513	0.026348
40.642000	-0.392528	0.026348
40.643000	-0.386190	0.026348
40.644000	-0.376982	0.026348
40.645000	-0.366013	0.026348
40.646000	-0.354997	0.026348
40.647000	-0.345348	0.026348
40.648000	-0.337950	0.026348
40.649000	-0.332970	0.026348
40.650000	-0.329548	0.026348
40.651000	-0.326206	0.026348
40.652000	-0.321935	0.026348
40.653000	-0.316497	0.026348
40.654000	-0.310241	0.026348
40.655000	-0.303887	0.026348
40.656000	-0.297852	0.026348
40.657000	-0.291834	0.026348
40.658000	-0.285009	0.026348
